algorithm,data_type,array_size,avg_time_us,avg_char_comparisons
lcp_mergesort,nearly_sorted,2300,1109.10,9363.00
msd_radix_sort,nearly_sorted,2300,657.10,5541.00
msd_radix_sort_with_quicksort,nearly_sorted,2300,196.90,18272.00
standard_quicksort,nearly_sorted,2400,256.60,313949.00
standard_mergesort,nearly_sorted,2400,605.80,22126.00
ternary_string_quicksort,nearly_sorted,2400,91.80,36820.00
lcp_mergesort,nearly_sorted,2400,1304.80,9559.00
msd_radix_sort,nearly_sorted,2400,690.80,5788.00
msd_radix_sort_with_quicksort,nearly_sorted,2400,192.20,19108.00
standard_quicksort,nearly_sorted,2500,281.10,346588.00
standard_mergesort,nearly_sorted,2500,614.00,23250.00
ternary_string_quicksort,nearly_sorted,2500,97.30,38483.00
lcp_mergesort,nearly_sorted,2500,1207.50,10026.00
msd_radix_sort,nearly_sorted,2500,723.80,6030.00
msd_radix_sort_with_quicksort,nearly_sorted,2500,214.70,19896.00
standard_quicksort,nearly_sorted,2600,289.60,365384.00
standard_mergesort,nearly_sorted,2600,671.50,24162.00
ternary_string_quicksort,nearly_sorted,2600,102.00,40144.00
lcp_mergesort,nearly_sorted,2600,1238.50,10358.00
msd_radix_sort,nearly_sorted,2600,750.40,6289.00
msd_radix_sort_with_quicksort,nearly_sorted,2600,215.20,20750.00
standard_quicksort,nearly_sorted,2700,305.80,387328.00
standard_mergesort,nearly_sorted,2700,691.90,25179.00
ternary_string_quicksort,nearly_sorted,2700,102.30,41820.00
lcp_mergesort,nearly_sorted,2700,1295.40,10808.00
msd_radix_sort,nearly_sorted,2700,779.70,6523.00
msd_radix_sort_with_quicksort,nearly_sorted,2700,217.80,21593.00
standard_quicksort,nearly_sorted,2800,324.50,407156.00
standard_mergesort,nearly_sorted,2800,706.00,26169.00
ternary_string_quicksort,nearly_sorted,2800,106.40,43827.00
lcp_mergesort,nearly_sorted,2800,1357.70,11208.00
msd_radix_sort,nearly_sorted,2800,821.80,6769.00
msd_radix_sort_with_quicksort,nearly_sorted,2800,251.30,22399.00
standard_quicksort,nearly_sorted,2900,361.10,427821.00
standard_mergesort,nearly_sorted,2900,740.60,27237.00
ternary_string_quicksort,nearly_sorted,2900,114.80,45607.00
lcp_mergesort,nearly_sorted,2900,1403.00,11648.00
msd_radix_sort,nearly_sorted,2900,824.00,7018.00
msd_radix_sort_with_quicksort,nearly_sorted,2900,231.40,23184.00
standard_quicksort,nearly_sorted,3000,365.40,456156.00
standard_mergesort,nearly_sorted,3000,777.60,28443.00
ternary_string_quicksort,nearly_sorted,3000,117.30,47099.00
lcp_mergesort,nearly_sorted,3000,1452.90,12080.00
msd_radix_sort,nearly_sorted,3000,863.70,7259.00
msd_radix_sort_with_quicksort,nearly_sorted,3000,244.50,24030.00
standard_quicksort,common_prefix,100,36.40,54151.00
standard_mergesort,common_prefix,100,35.00,32747.00
ternary_string_quicksort,common_prefix,100,9.10,13018.00
lcp_mergesort,common_prefix,100,29.50,6438.00
msd_radix_sort,common_prefix,100,381.90,6179.00
msd_radix_sort_with_quicksort,common_prefix,100,338.70,6261.00
standard_quicksort,common_prefix,200,90.60,148083.00
standard_mergesort,common_prefix,200,77.80,77966.00
ternary_string_quicksort,common_prefix,200,17.10,26967.00
lcp_mergesort,common_prefix,200,68.10,13094.00
msd_radix_sort,common_prefix,200,647.20,12396.00
msd_radix_sort_with_quicksort,common_prefix,200,572.50,12725.00
standard_quicksort,common_prefix,300,132.30,222349.00
standard_mergesort,common_prefix,300,128.20,128078.00
ternary_string_quicksort,common_prefix,300,24.90,40299.00
lcp_mergesort,common_prefix,300,123.20,19841.00
msd_radix_sort,common_prefix,300,953.90,18609.00
msd_radix_sort_with_quicksort,common_prefix,300,809.50,19235.00
standard_quicksort,common_prefix,400,186.40,319476.00
standard_mergesort,common_prefix,400,186.80,180117.00
ternary_string_quicksort,common_prefix,400,42.20,54122.00
lcp_mergesort,common_prefix,400,174.40,26570.00
msd_radix_sort,common_prefix,400,1176.00,24818.00
msd_radix_sort_with_quicksort,common_prefix,400,1025.30,25921.00
standard_quicksort,common_prefix,500,245.90,425529.00
standard_mergesort,common_prefix,500,255.90,236134.00
ternary_string_quicksort,common_prefix,500,47.20,67749.00
lcp_mergesort,common_prefix,500,239.90,33438.00
msd_radix_sort,common_prefix,500,1395.30,31040.00
msd_radix_sort_with_quicksort,common_prefix,500,1183.40,32602.00
standard_quicksort,common_prefix,600,296.10,500016.00
standard_mergesort,common_prefix,600,316.20,293362.00
ternary_string_quicksort,common_prefix,600,59.60,80600.00
lcp_mergesort,common_prefix,600,300.90,40238.00
msd_radix_sort,common_prefix,600,2179.30,37255.00
msd_radix_sort_with_quicksort,common_prefix,600,1720.90,39473.00
standard_quicksort,common_prefix,700,336.40,573849.00
standard_mergesort,common_prefix,700,385.40,351698.00
ternary_string_quicksort,common_prefix,700,65.40,95181.00
lcp_mergesort,common_prefix,700,357.10,47094.00
msd_radix_sort,common_prefix,700,2250.10,43469.00
msd_radix_sort_with_quicksort,common_prefix,700,1981.40,46262.00
standard_quicksort,common_prefix,800,400.30,686671.00
standard_mergesort,common_prefix,800,455.80,410599.00
ternary_string_quicksort,common_prefix,800,83.50,110248.00
lcp_mergesort,common_prefix,800,414.90,53904.00
msd_radix_sort,common_prefix,800,2420.90,49694.00
msd_radix_sort_with_quicksort,common_prefix,800,2250.30,52988.00
standard_quicksort,common_prefix,900,501.00,873746.00
standard_mergesort,common_prefix,900,530.00,473260.00
ternary_string_quicksort,common_prefix,900,88.70,123442.00
lcp_mergesort,common_prefix,900,484.10,60883.00
msd_radix_sort,common_prefix,900,2821.50,55915.00
msd_radix_sort_with_quicksort,common_prefix,900,2531.30,59955.00
standard_quicksort,common_prefix,1000,523.10,891542.00
standard_mergesort,common_prefix,1000,593.50,534835.00
ternary_string_quicksort,common_prefix,1000,101.90,137384.00
lcp_mergesort,common_prefix,1000,545.50,67784.00
msd_radix_sort,common_prefix,1000,3308.40,62139.00
msd_radix_sort_with_quicksort,common_prefix,1000,2944.20,66698.00
standard_quicksort,common_prefix,1100,584.20,1003060.00
standard_mergesort,common_prefix,1100,656.40,596868.00
ternary_string_quicksort,common_prefix,1100,109.30,149462.00
lcp_mergesort,common_prefix,1100,610.40,74665.00
msd_radix_sort,common_prefix,1100,3622.90,68370.00
msd_radix_sort_with_quicksort,common_prefix,1100,3295.80,73736.00
standard_quicksort,common_prefix,1200,625.90,1070137.00
standard_mergesort,common_prefix,1200,728.00,662157.00
ternary_string_quicksort,common_prefix,1200,122.80,165263.00
lcp_mergesort,common_prefix,1200,690.30,81605.00
msd_radix_sort,common_prefix,1200,3998.70,74609.00
msd_radix_sort_with_quicksort,common_prefix,1200,3801.70,80510.00
standard_quicksort,common_prefix,1300,714.00,1236227.00
standard_mergesort,common_prefix,1300,800.70,725862.00
ternary_string_quicksort,common_prefix,1300,139.00,178342.00
lcp_mergesort,common_prefix,1300,746.00,88500.00
msd_radix_sort,common_prefix,1300,4467.70,80853.00
msd_radix_sort_with_quicksort,common_prefix,1300,4447.00,87532.00
standard_quicksort,common_prefix,1400,979.80,1357328.00
standard_mergesort,common_prefix,1400,893.30,790443.00
ternary_string_quicksort,common_prefix,1400,142.70,192658.00
lcp_mergesort,common_prefix,1400,823.10,95468.00
msd_radix_sort,common_prefix,1400,5064.60,87091.00
msd_radix_sort_with_quicksort,common_prefix,1400,4761.90,94763.00
standard_quicksort,common_prefix,1500,1024.90,1439109.00
standard_mergesort,common_prefix,1500,947.50,857233.00
ternary_string_quicksort,common_prefix,1500,158.50,205328.00
lcp_mergesort,common_prefix,1500,871.20,102453.00
msd_radix_sort,common_prefix,1500,5508.70,93329.00
msd_radix_sort_with_quicksort,common_prefix,1500,5048.50,101598.00
standard_quicksort,common_prefix,1600,1086.80,1516530.00
standard_mergesort,common_prefix,1600,1020.30,919391.00
ternary_string_quicksort,common_prefix,1600,182.00,221283.00
lcp_mergesort,common_prefix,1600,931.60,109309.00
msd_radix_sort,common_prefix,1600,5614.10,99558.00
msd_radix_sort_with_quicksort,common_prefix,1600,5808.40,108679.00
standard_quicksort,common_prefix,1700,1021.50,1799121.00
standard_mergesort,common_prefix,1700,1079.60,990009.00
ternary_string_quicksort,common_prefix,1700,185.90,235954.00
lcp_mergesort,common_prefix,1700,1003.30,116376.00
msd_radix_sort,common_prefix,1700,5667.50,105807.00
msd_radix_sort_with_quicksort,common_prefix,1700,6016.80,115707.00
standard_quicksort,common_prefix,1800,1137.50,1679582.00
standard_mergesort,common_prefix,1800,1151.50,1058470.00
ternary_string_quicksort,common_prefix,1800,202.70,246203.00
lcp_mergesort,common_prefix,1800,1035.80,123446.00
msd_radix_sort,common_prefix,1800,6499.70,112063.00
msd_radix_sort_with_quicksort,common_prefix,1800,5858.60,122680.00
standard_quicksort,common_prefix,1900,1284.10,1863785.00
standard_mergesort,common_prefix,1900,1223.40,1125585.00
ternary_string_quicksort,common_prefix,1900,209.80,260739.00
lcp_mergesort,common_prefix,1900,1135.20,130429.00
msd_radix_sort,common_prefix,1900,6957.80,118300.00
msd_radix_sort_with_quicksort,common_prefix,1900,6134.30,129733.00
standard_quicksort,common_prefix,2000,1313.10,1908146.00
standard_mergesort,common_prefix,2000,1300.00,1192596.00
ternary_string_quicksort,common_prefix,2000,224.40,278133.00
lcp_mergesort,common_prefix,2000,1202.70,137431.00
msd_radix_sort,common_prefix,2000,7294.20,124553.00
msd_radix_sort_with_quicksort,common_prefix,2000,6441.20,136945.00
standard_quicksort,common_prefix,2100,1590.00,2381853.00
standard_mergesort,common_prefix,2100,1381.20,1260174.00
ternary_string_quicksort,common_prefix,2100,265.50,290014.00
lcp_mergesort,common_prefix,2100,1261.70,144358.00
msd_radix_sort,common_prefix,2100,8041.70,130816.00
msd_radix_sort_with_quicksort,common_prefix,2100,6774.10,144540.00
standard_quicksort,common_prefix,2200,1536.90,2295630.00
standard_mergesort,common_prefix,2200,1603.10,1330077.00
ternary_string_quicksort,common_prefix,2200,260.10,306333.00
lcp_mergesort,common_prefix,2200,1343.70,151406.00
msd_radix_sort,common_prefix,2200,7880.30,137087.00
msd_radix_sort_with_quicksort,common_prefix,2200,7522.30,151416.00
standard_quicksort,common_prefix,2300,1599.90,2344385.00
standard_mergesort,common_prefix,2300,1637.40,1402582.00
ternary_string_quicksort,common_prefix,2300,288.90,319574.00
lcp_mergesort,common_prefix,2300,1395.40,158467.00
msd_radix_sort,common_prefix,2300,8079.60,143352.00
msd_radix_sort_with_quicksort,common_prefix,2300,7156.70,158464.00
standard_quicksort,common_prefix,2400,1597.90,2350624.00
standard_mergesort,common_prefix,2400,1583.00,1472846.00
ternary_string_quicksort,common_prefix,2400,297.10,333131.00
lcp_mergesort,common_prefix,2400,1440.10,165461.00
msd_radix_sort,common_prefix,2400,8279.30,149622.00
msd_radix_sort_with_quicksort,common_prefix,2400,7082.30,165298.00
standard_quicksort,common_prefix,2500,1743.00,2704740.00
standard_mergesort,common_prefix,2500,1658.40,1541847.00
ternary_string_quicksort,common_prefix,2500,317.20,354623.00
lcp_mergesort,common_prefix,2500,1529.80,172471.00
msd_radix_sort,common_prefix,2500,8225.60,155887.00
msd_radix_sort_with_quicksort,common_prefix,2500,7764.00,172613.00
standard_quicksort,common_prefix,2600,1705.80,2576714.00
standard_mergesort,common_prefix,2600,1747.20,1611945.00
ternary_string_quicksort,common_prefix,2600,328.80,360688.00
lcp_mergesort,common_prefix,2600,1648.40,179444.00
msd_radix_sort,common_prefix,2600,8371.80,162147.00
msd_radix_sort_with_quicksort,common_prefix,2600,8130.50,179988.00
standard_quicksort,common_prefix,2700,1834.60,2796432.00
standard_mergesort,common_prefix,2700,1827.70,1685710.00
ternary_string_quicksort,common_prefix,2700,349.50,375839.00
lcp_mergesort,common_prefix,2700,1637.70,186519.00
msd_radix_sort,common_prefix,2700,8614.10,168418.00
msd_radix_sort_with_quicksort,common_prefix,2700,8760.60,187153.00
standard_quicksort,common_prefix,2800,1620.50,2784894.00
standard_mergesort,common_prefix,2800,1891.90,1753253.00
ternary_string_quicksort,common_prefix,2800,360.10,389726.00
lcp_mergesort,common_prefix,2800,1727.20,193491.00
msd_radix_sort,common_prefix,2800,8741.50,174690.00
msd_radix_sort_with_quicksort,common_prefix,2800,9190.10,194261.00
standard_quicksort,common_prefix,2900,2119.20,3162080.00
standard_mergesort,common_prefix,2900,2035.50,1828043.00
ternary_string_quicksort,common_prefix,2900,399.60,402821.00
lcp_mergesort,common_prefix,2900,1820.20,200673.00
msd_radix_sort,common_prefix,2900,9744.70,180964.00
msd_radix_sort_with_quicksort,common_prefix,2900,8556.70,201308.00
standard_quicksort,common_prefix,3000,1943.30,3005142.00
standard_mergesort,common_prefix,3000,2031.70,1901249.00
ternary_string_quicksort,common_prefix,3000,394.30,414751.00
lcp_mergesort,common_prefix,3000,1859.60,207694.00
msd_radix_sort,common_prefix,3000,9602.80,187241.00
msd_radix_sort_with_quicksort,common_prefix,3000,8960.40,208371.00
