algorithm,data_type,array_size,avg_time_us,avg_char_comparisons
msd_radix_sort_with_quicksort,reverse_sorted,2900,262.10,22638.00
msd_radix_sort_with_quicksort,reverse_sorted,3000,263.80,23426.00
msd_radix_sort_with_quicksort,nearly_sorted,100,6.60,758.00
msd_radix_sort_with_quicksort,nearly_sorted,200,11.80,1570.00
msd_radix_sort_with_quicksort,nearly_sorted,300,18.60,2388.00
msd_radix_sort_with_quicksort,nearly_sorted,400,27.20,3195.00
msd_radix_sort_with_quicksort,nearly_sorted,500,39.10,4006.00
msd_radix_sort_with_quicksort,nearly_sorted,600,46.00,4805.00
msd_radix_sort_with_quicksort,nearly_sorted,700,52.60,5570.00
msd_radix_sort_with_quicksort,nearly_sorted,800,64.10,6387.00
msd_radix_sort_with_quicksort,nearly_sorted,900,73.10,7189.00
msd_radix_sort_with_quicksort,nearly_sorted,1000,80.40,8023.00
msd_radix_sort_with_quicksort,nearly_sorted,1100,91.90,8801.00
msd_radix_sort_with_quicksort,nearly_sorted,1200,98.30,9637.00
msd_radix_sort_with_quicksort,nearly_sorted,1300,106.80,10430.00
msd_radix_sort_with_quicksort,nearly_sorted,1400,115.00,11206.00
msd_radix_sort_with_quicksort,nearly_sorted,1500,121.10,11985.00
msd_radix_sort_with_quicksort,nearly_sorted,1600,125.40,12766.00
msd_radix_sort_with_quicksort,nearly_sorted,1700,138.50,13541.00
msd_radix_sort_with_quicksort,nearly_sorted,1800,141.00,14292.00
msd_radix_sort_with_quicksort,nearly_sorted,1900,148.70,15146.00
msd_radix_sort_with_quicksort,nearly_sorted,2000,154.90,15902.00
msd_radix_sort_with_quicksort,nearly_sorted,2100,168.70,16699.00
msd_radix_sort_with_quicksort,nearly_sorted,2200,169.60,17519.00
msd_radix_sort_with_quicksort,nearly_sorted,2300,197.80,18272.00
msd_radix_sort_with_quicksort,nearly_sorted,2400,196.80,19108.00
msd_radix_sort_with_quicksort,nearly_sorted,2500,202.90,19896.00
msd_radix_sort_with_quicksort,nearly_sorted,2600,216.70,20750.00
msd_radix_sort_with_quicksort,nearly_sorted,2700,225.90,21593.00
msd_radix_sort_with_quicksort,nearly_sorted,2800,237.40,22399.00
msd_radix_sort_with_quicksort,nearly_sorted,2900,239.50,23184.00
msd_radix_sort_with_quicksort,nearly_sorted,3000,251.60,24030.00
msd_radix_sort_with_quicksort,common_prefix,100,366.30,6261.00
msd_radix_sort_with_quicksort,common_prefix,200,578.30,12725.00
msd_radix_sort_with_quicksort,common_prefix,300,895.60,19235.00
msd_radix_sort_with_quicksort,common_prefix,400,1001.40,25921.00
msd_radix_sort_with_quicksort,common_prefix,500,1429.20,32602.00
msd_radix_sort_with_quicksort,common_prefix,600,1768.70,39473.00
msd_radix_sort_with_quicksort,common_prefix,700,2113.50,46262.00
msd_radix_sort_with_quicksort,common_prefix,800,2644.00,52988.00
msd_radix_sort_with_quicksort,common_prefix,900,2850.20,59955.00
msd_radix_sort_with_quicksort,common_prefix,1000,3658.30,66698.00
msd_radix_sort_with_quicksort,common_prefix,1100,3430.00,73736.00
msd_radix_sort_with_quicksort,common_prefix,1200,4403.30,80510.00
msd_radix_sort_with_quicksort,common_prefix,1300,4793.90,87532.00
msd_radix_sort_with_quicksort,common_prefix,1400,4456.70,94763.00
msd_radix_sort_with_quicksort,common_prefix,1500,5498.10,101598.00
msd_radix_sort_with_quicksort,common_prefix,1600,5303.10,108679.00
msd_radix_sort_with_quicksort,common_prefix,1700,7041.60,115707.00
msd_radix_sort_with_quicksort,common_prefix,1800,6422.10,122680.00
msd_radix_sort_with_quicksort,common_prefix,1900,7124.60,129733.00
msd_radix_sort_with_quicksort,common_prefix,2000,6254.80,136945.00
msd_radix_sort_with_quicksort,common_prefix,2100,8113.50,144540.00
msd_radix_sort_with_quicksort,common_prefix,2200,8499.10,151416.00
msd_radix_sort_with_quicksort,common_prefix,2300,8723.70,158464.00
msd_radix_sort_with_quicksort,common_prefix,2400,8378.30,165298.00
msd_radix_sort_with_quicksort,common_prefix,2500,8005.50,172613.00
msd_radix_sort_with_quicksort,common_prefix,2600,8145.60,179988.00
msd_radix_sort_with_quicksort,common_prefix,2700,8610.40,187153.00
msd_radix_sort_with_quicksort,common_prefix,2800,8680.40,194261.00
msd_radix_sort_with_quicksort,common_prefix,2900,9135.80,201308.00
msd_radix_sort_with_quicksort,common_prefix,3000,9344.00,208371.00
